Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Referee,B365H,B365D,B365A
2002/03,03/05/2003,Aston Villa,Sunderland,1,0,H,0,0,D,11,11,4,7,11,13,12,6,0,1,0,0,S Dunn,1.4,3.75,7.5
2002/03,03/05/2003,Blackburn,West Brom,1,1,D,1,0,H,13,13,7,7,14,16,7,2,2,1,0,0,R Styles,1.286,4.5,9.0
2002/03,03/05/2003,Fulham,Everton,2,0,H,2,0,H,13,16,6,8,14,13,6,9,1,1,0,0,G Barber,2.4,3.2,2.6
2002/03,03/05/2003,Liverpool,Man City,1,2,A,0,0,D,8,6,6,3,9,17,8,4,2,2,0,0,N Barry,1.333,4.333,7.5
2002/03,03/05/2003,Man United,Charlton,4,1,H,3,1,H,21,4,14,2,6,10,11,3,0,1,0,0,M Halsey,1.143,6.5,12.0
2002/03,03/05/2003,Middlesbrough,Tottenham,5,1,H,3,0,H,26,6,16,4,15,9,8,3,0,2,0,1,U Rennie,2.1,3.25,3.0
2002/03,03/05/2003,Newcastle,Birmingham,1,0,H,1,0,H,18,4,9,2,14,12,8,4,0,2,0,1,D Elleray,1.4,3.75,7.5
2002/03,03/05/2003,Southampton,Bolton,0,0,D,0,0,D,10,10,4,2,19,9,7,3,3,2,0,0,P Dowd,2.375,3.6,2.375
2002/03,03/05/2003,West Ham,Chelsea,1,0,H,0,0,D,11,8,7,3,12,15,10,8,3,1,0,0,A D'Urso,2.5,3.4,2.375
2002/03,04/05/2003,Arsenal,Leeds,2,3,A,1,1,D,33,11,17,6,16,16,6,2,2,1,0,0,A Wiley,1.3,4.5,8.0
2002/03,07/05/2003,Arsenal,Southampton,6,1,H,5,1,H,16,13,13,5,12,16,6,10,1,1,0,0,U Rennie,1.444,3.75,6.5
2002/03,11/05/2003,Birmingham,West Ham,2,2,D,0,0,D,10,16,7,10,18,11,6,7,1,1,0,0,G Poll,3.25,3.5,1.909
2002/03,11/05/2003,Bolton,Middlesbrough,2,1,H,2,0,H,13,6,6,3,18,18,6,5,3,2,0,1,R Styles,1.571,3.6,5.0
2002/03,11/05/2003,Charlton,Fulham,0,1,A,0,1,A,10,17,4,7,13,14,2,4,2,3,1,0,D Gallagher,2.1,3.25,3.0
2002/03,11/05/2003,Chelsea,Liverpool,2,1,H,2,1,H,13,5,6,3,17,13,4,3,3,1,0,1,A Wiley,2.375,3.0,2.75
2002/03,11/05/2003,Everton,Man United,1,2,A,1,1,D,8,17,4,12,16,15,6,6,5,3,0,0,M Riley,2.5,3.4,2.375
2002/03,11/05/2003,Leeds,Aston Villa,3,1,H,1,1,D,11,18,5,6,18,14,1,8,0,1,0,0,M Halsey,1.833,3.25,3.75
2002/03,11/05/2003,Man City,Southampton,0,1,A,0,1,A,17,6,7,3,14,14,10,4,3,4,0,0,M Dean,1.615,3.4,5.0
2002/03,11/05/2003,Sunderland,Arsenal,0,4,A,0,2,A,7,20,3,13,16,12,6,10,1,0,0,0,P Durkin,5.0,3.4,1.615
2002/03,11/05/2003,Tottenham,Blackburn,0,4,A,0,2,A,11,13,7,9,9,12,6,3,1,1,1,0,A D'Urso,2.5,3.5,2.3
2002/03,11/05/2003,West Brom,Newcastle,2,2,D,0,1,A,8,14,3,9,9,8,2,8,0,0,0,0,G Barber,4.0,3.5,1.727
